Chemical	Term	GOID	Bonferroni
C97745	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	9.835657399648312e-09
C97745	protein autophosphorylation	GO:0046777	2.4207324478275893e-08
C97745	platelet activation	GO:0030168	4.047238000293163e-08
C97745	response to drug	GO:0042493	5.656058021941135e-08
C97745	JNK cascade	GO:0007254	7.681187386143763e-08
C97745	apoptotic process	GO:0006915	5.047727805740365e-07
C97745	MAPK cascade	GO:0000165	6.4460816795453e-07
C97745	peptidyl-tyrosine phosphorylation	GO:0018108	1.1639877470770443e-06
C97745	positive regulation of ERK1 and ERK2 cascade	GO:0070374	5.443159997065017e-06
C97745	negative regulation of cell proliferation	GO:0008285	2.467638341407952e-05
C97745	regulation of signal transduction by p53 class mediator	GO:1901796	2.5390682786619045e-05
C97745	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	2.735077263205099e-05
C97745	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	2.903376558027748e-05
C97745	signal transduction	GO:0007165	3.01660086501343e-05
C97745	positive regulation of apoptotic process	GO:0043065	3.5498696769442624e-05
C97745	positive regulation of cell proliferation	GO:0008284	3.777572902663451e-05
C97745	cellular response to DNA damage stimulus	GO:0006974	3.808315433850851e-05
C97745	regulation of cellular response to heat	GO:1900034	8.403979896320912e-05
C97745	positive regulation of DNA repair	GO:0045739	8.915494518579871e-05
C97745	activation of MAPK activity	GO:0000187	9.602137274633549e-05
C97745	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	0.00017810905836912474
C97745	cellular response to platelet-derived growth factor stimulus	GO:0036120	0.0002072609374370593
C97745	protein ubiquitination	GO:0016567	0.00032883958692475623
C97745	protein K63-linked ubiquitination	GO:0070534	0.00033555217101888246
C97745	regulation of cell cycle	GO:0051726	0.0003445739948635396
C97745	response to stress	GO:0006950	0.00036127270849084514
C97745	ERBB2 signaling pathway	GO:0038128	0.00039622272985784246
C97745	stress-activated MAPK cascade	GO:0051403	0.00048409760822487597
C97745	positive regulation of protein ubiquitination	GO:0031398	0.0005056882379543827
C97745	positive regulation of nitric oxide biosynthetic process	GO:0045429	0.0008505480119451736
C97745	cellular response to UV	GO:0034644	0.000979264214988507
C97745	cell cycle arrest	GO:0007050	0.0010298063159466242
C97745	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.0011690330123865778
C97745	positive regulation of DNA biosynthetic process	GO:2000573	0.0026513504978032953
C97745	positive regulation of telomerase activity	GO:0051973	0.0027002489569369907
C97745	innate immune response	GO:0045087	0.002851384724086525
C97745	negative regulation of transcription, DNA-templated	GO:0045892	0.0031736842348046856
C97745	regulation of tumor necrosis factor-mediated signaling pathway	GO:0010803	0.003221649432292195
C97745	positive regulation of fibroblast proliferation	GO:0048146	0.003383113302732555
C97745	epidermal growth factor receptor signaling pathway	GO:0007173	0.004203842273586278
C97745	transcription from RNA polymerase II promoter	GO:0006366	0.0044582686939648175
C97745	cellular response to hydrogen peroxide	GO:0070301	0.004671018177229258
C97745	positive regulation of protein phosphorylation	GO:0001934	0.004945714187198691
C97745	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	0.004945714187198691
C97745	positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	GO:2000060	0.005001975195937924
C97745	stress fiber assembly	GO:0043149	0.005001975195937924
C97745	I-kappaB kinase/NF-kappaB signaling	GO:0007249	0.0063313397517755785
C97745	negative regulation of epidermal growth factor receptor signaling pathway	GO:0042059	0.008224924230138209
C97745	protein stabilization	GO:0050821	0.008234282080181066
C97745	positive regulation of neuron death	GO:1901216	0.008613087720694801
C84753	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	5.981846375177518e-37
C84753	positive regulation of transcription, DNA-templated	GO:0045893	7.837770829314523e-24
C84753	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	8.08548708338552e-16
C84753	protein phosphorylation	GO:0006468	3.9397295386677685e-15
C84753	apoptotic process	GO:0006915	1.2023715356690443e-12
C84753	negative regulation of transcription, DNA-templated	GO:0045892	4.4086956307864966e-11
C84753	negative regulation of apoptotic process	GO:0043066	5.771383371211414e-11
C84753	viral process	GO:0016032	2.198335957714903e-10
C84753	transcription, DNA-templated	GO:0006351	6.496814197731737e-10
C84753	transcription from RNA polymerase II promoter	GO:0006366	7.158118542349713e-10
C84753	Fc-epsilon receptor signaling pathway	GO:0038095	1.7514545369579084e-09
C84753	response to drug	GO:0042493	3.4149355565560317e-09
C84753	signal transduction	GO:0007165	5.5415300126426806e-09
C84753	positive regulation of gene expression	GO:0010628	4.0456595074012114e-08
C84753	cellular response to DNA damage stimulus	GO:0006974	2.175316318187015e-07
C84753	regulation of transcription from RNA polymerase II promoter	GO:0006357	1.5383251842360226e-06
C84753	positive regulation of protein phosphorylation	GO:0001934	1.6325490808100085e-06
C84753	regulation of cellular response to heat	GO:1900034	3.2056492389465063e-06
C84753	response to cytokine	GO:0034097	3.474907221301393e-06
C84753	stimulatory C-type lectin receptor signaling pathway	GO:0002223	3.877905409788163e-06
C84753	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	5.262571988517983e-06
C84753	cellular response to hydrogen peroxide	GO:0070301	7.420500597432599e-06
C84753	ERBB2 signaling pathway	GO:0038128	9.932438958859537e-06
C84753	chromatin remodeling	GO:0006338	1.1037056333540463e-05
C84753	ATP-dependent chromatin remodeling	GO:0043044	1.3482629029448745e-05
C84753	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	2.3396135507947054e-05
C84753	cellular response to hypoxia	GO:0071456	2.9426262154741426e-05
C84753	protein autophosphorylation	GO:0046777	4.019150753520329e-05
C84753	positive regulation by host of viral transcription	GO:0043923	4.346242275599099e-05
C84753	cellular response to mechanical stimulus	GO:0071260	4.419191189497518e-05
C84753	JAK-STAT cascade involved in growth hormone signaling pathway	GO:0060397	6.48437458834472e-05
C84753	positive regulation of type I interferon production	GO:0032481	8.479022287199989e-05
C84753	negative regulation of cell proliferation	GO:0008285	0.0001188147841021392
C84753	covalent chromatin modification	GO:0016569	0.00012320726428949325
C84753	nucleosome disassembly	GO:0006337	0.00013218563911465694
C84753	circadian regulation of gene expression	GO:0032922	0.0001872979949871789
C84753	regulation of signal transduction by p53 class mediator	GO:1901796	0.00027535146417878575
C84753	regulation of cell cycle	GO:0051726	0.00027535146417878575
C84753	peptidyl-serine phosphorylation	GO:0018105	0.0002950583728122957
C84753	peptidyl-threonine phosphorylation	GO:0018107	0.00033961822853512125
C84753	cell cycle arrest	GO:0007050	0.0008252275134089659
C84753	interferon-gamma-mediated signaling pathway	GO:0060333	0.0008716553145979855
C84753	cellular response to hormone stimulus	GO:0032870	0.000964085870705067
C84753	circadian rhythm	GO:0007623	0.0012722243942715485
C84753	positive regulation of apoptotic process	GO:0043065	0.001514833547960448
C84753	cellular response to insulin stimulus	GO:0032869	0.0015242845944806185
C84753	peptidyl-tyrosine phosphorylation	GO:0018108	0.0016427645881906814
C84753	platelet activation	GO:0030168	0.0019212908278033454
C84753	regulation of interferon-gamma-mediated signaling pathway	GO:0060334	0.002391552487084559
C84753	positive regulation of DNA repair	GO:0045739	0.0028352202962892425
C84753	positive regulation of fibroblast proliferation	GO:0048146	0.002907513461300137
C84753	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	0.004068227560023453
C84753	positive regulation of smooth muscle cell proliferation	GO:0048661	0.005447379360131177
C84753	response to muscle stretch	GO:0035994	0.0059825955222603255
C84753	response to stress	GO:0006950	0.006007058693253242
C84753	regulation of cell proliferation	GO:0042127	0.00789228057111424
C84753	intracellular receptor signaling pathway	GO:0030522	0.009535093080444423
C610399	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	2.472825189538376e-39
C610399	positive regulation of transcription, DNA-templated	GO:0045893	2.6679784342453138e-20
C610399	viral process	GO:0016032	1.5536250264448395e-14
C610399	transcription from RNA polymerase II promoter	GO:0006366	1.3242740237728867e-12
C610399	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	5.4862780984876736e-12
C610399	protein phosphorylation	GO:0006468	1.0594192190183094e-11
C610399	negative regulation of transcription, DNA-templated	GO:0045892	7.169997928713201e-11
C610399	negative regulation of apoptotic process	GO:0043066	1.0537437589164256e-10
C610399	apoptotic process	GO:0006915	1.0387983806481316e-09
C610399	peptidyl-serine phosphorylation	GO:0018105	1.5231043093422159e-09
C610399	transcription, DNA-templated	GO:0006351	3.890149535834553e-09
C610399	cellular response to DNA damage stimulus	GO:0006974	5.31601429543116e-09
C610399	regulation of transcription from RNA polymerase II promoter	GO:0006357	4.941585152185013e-08
C610399	cellular response to insulin stimulus	GO:0032869	7.789625444676317e-08
C610399	response to drug	GO:0042493	1.1236975250294988e-07
C610399	Fc-epsilon receptor signaling pathway	GO:0038095	1.3995929570853605e-07
C610399	positive regulation of gene expression	GO:0010628	1.4360256217482714e-07
C610399	regulation of sequence-specific DNA binding transcription factor activity	GO:0051090	2.2790696596608487e-07
C610399	regulation of signal transduction by p53 class mediator	GO:1901796	5.366066631040668e-07
C610399	response to cytokine	GO:0034097	1.8211746004581642e-06
C610399	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	3.1827608021339766e-06
C610399	chromatin remodeling	GO:0006338	5.4213955509307965e-06
C610399	intrinsic apoptotic signaling pathway in response to DNA damage	GO:0008630	2.6642509490470975e-05
C610399	positive regulation by host of viral transcription	GO:0043923	2.8327688728846393e-05
C610399	stimulatory C-type lectin receptor signaling pathway	GO:0002223	3.2117825844779624e-05
C610399	circadian rhythm	GO:0007623	3.627002479045238e-05
C610399	regulation of cellular response to heat	GO:1900034	3.627002479045238e-05
C610399	positive regulation of fibroblast proliferation	GO:0048146	7.238407140119918e-05
C610399	rhythmic process	GO:0048511	7.238407140119918e-05
C610399	nucleosome disassembly	GO:0006337	8.625950741802946e-05
C610399	cellular response to hydrogen peroxide	GO:0070301	0.00010641199905025987
C610399	cellular lipid metabolic process	GO:0044255	0.00033193464695635555
C610399	positive regulation of cell proliferation	GO:0008284	0.0003426215220487805
C610399	ATP-dependent chromatin remodeling	GO:0043044	0.00045519614273958897
C610399	cellular response to hormone stimulus	GO:0032870	0.0005891707443853589
C610399	response to cAMP	GO:0051591	0.0006741000774808104
C610399	transcription initiation from RNA polymerase II promoter	GO:0006367	0.0007859436466085556
C610399	cell proliferation	GO:0008283	0.0007893671871133101
C610399	signal transduction	GO:0007165	0.0010337582271243706
C610399	platelet activation	GO:0030168	0.0010345937327205237
C610399	positive regulation of type I interferon production	GO:0032481	0.0012633565166726426
C610399	cell cycle	GO:0007049	0.0017794549728048503
C610399	regulation of cell cycle	GO:0051726	0.0018378084608609011
C610399	negative regulation of cell proliferation	GO:0008285	0.0019136199024238911
C610399	positive regulation of protein phosphorylation	GO:0001934	0.002202884568738961
C610399	response to gamma radiation	GO:0010332	0.0022070485348570927
C610399	circadian regulation of gene expression	GO:0032922	0.002468078187524702
C610399	transforming growth factor beta receptor signaling pathway	GO:0007179	0.002944284575596145
C610399	protein stabilization	GO:0050821	0.0036901553231079025
C610399	cellular response to hypoxia	GO:0071456	0.003922921721139394
C610399	response to muscle stretch	GO:0035994	0.0042160682239507094
C610399	positive regulation of apoptotic process	GO:0043065	0.004702789805701046
C610399	cell cycle arrest	GO:0007050	0.004834656346846322
C610399	peptidyl-threonine phosphorylation	GO:0018107	0.0062844651545768135
C610399	intracellular receptor signaling pathway	GO:0030522	0.0062844651545768135
C610399	androgen receptor signaling pathway	GO:0030521	0.009230407461184198
C3844459	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	7.550953477982563e-16
C3844459	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	9.947154249472068e-16
C3844459	Fc-epsilon receptor signaling pathway	GO:0038095	2.3307406103817138e-14
C3844459	viral process	GO:0016032	2.394084930301688e-12
C3844459	epidermal growth factor receptor signaling pathway	GO:0007173	2.1726320742487815e-10
C3844459	signal transduction	GO:0007165	3.854476737785717e-10
C3844459	MAPK cascade	GO:0000165	4.3193282284192946e-10
