Q8TBF5	PIGX
Q9Y388	RBMX2
O14595	CTDSP2
P07451	CA3
O14593	RFXANK
Q70EL3	USP50
Q8NBX0	SCCPDH
Q70EL1	USP54
Q5T2T1	MPP7
Q569K6	CCDC157
Q9Y385	UBE2J1
Q9NVA1	UQCC1
Q70EL4	USP43
P57729	RAB38
Q5SVS4	SLC25A30
P57723	PCBP4
P57721	PCBP3
P57727	TMPRSS3
P04198	MYCN
Q96P69	GPR78
P04196	HRG
P21941	MATN1
Q6S8J7	POTEA
Q8WWU5	TCP11
Q8IYT3	CCDC170
Q9BXR5	TLR10
Q9H8Y1	VRTN
Q9BXR0	QTRT1
Q96A25	TMEM106A
Q9H8Y5	ANKZF1
Q8IYT4	KATNAL2
Q8IYT8	ULK2
Q86UT6	NLRX1
Q5T0F9	CC2D1B
Q9C0G0	ZNF407
Q24JQ0	TMEM241
Q5JWF2	GNAS
Q9C0G6	DNAH6
Q8IVT5	KSR1
Q8IVT2	MISP
Q9P1F3	ABRACL
Q6UXB4	CLEC4G
Q9UQP3	TNN
Q6UXB0	FAM131A
P28039	AOAH
Q6UXB8	PI16
Q5SW96	LDLRAP1
Q8IX06	REXO1L1P
Q8IX07	ZFPM1
O75575	CRCP
Q8IX05	CD302
Q8IX03	WWC1
Q8IX01	SUGP2
Q53FE4	C4orf17
O75578	ITGA10
O60711	LPXN
A0PJW8	DAPL1
Q9Y6H6	KCNE3
Q9Y6H1	CHCHD2
Q00013	MPP1
Q9BZH6	WDR11
O60716	CTNND1
Q04726	TLE3
P78556	CCL20
A0PJW6	TMEM223
P78552	IL13RA1
Q6NUT3	MFSD12
Q9H040	SPRTN
Q9Y2Y9	KLF13
O75840	KLF7
Q969Z0	TBRG4
Q96C11	FGGY
Q96A26	FAM162A
P01112	HRAS
P01111	NRAS
P01116	KRAS
Q86UY8	NT5DC3
Q9H400	LIME1
O75752	B3GALNT1
Q13115	DUSP4
Q13114	TRAF3
Q13113	PDZK1IP1
Q13112	CHAF1B
P68363	TUBA1B
Q9NZU7	CABP1
Q96FE7	PIK3IP1
Q96FE5	LINGO1
P54578	USP14
P08476	INHBA
Q6MZZ7	CAPN13
Q8NFD2	ANKK1
Q8NFD5	ARID1B
Q9NRE2	TSHZ2
Q9NRE1	MMP26
Q7RTX0	TAS1R3
Q8N543	OGFOD1
P61970	NUTF2
Q7RTX7	CATSPER4
Q7RTX9	SLC16A14
P61978	HNRNPK
P52757	CHN2
P52756	RBM5
Q8IZ57	NRSN1
Q96LJ7	DHRS1
P28067	HLA-DMA
Q99570	PIK3R4
Q96LJ8	UBXN10
Q2MV58	TCTN1
P54753	EPHB3
Q9H095	IQCG
O95429	BAG4
O95428	PAPLN
Q9H4E7	DEF6
P54756	EPHA5
Q9H4E5	RHOJ
O94827	PLEKHG5
P15514	AREG
Q5VV17	OTUD1
O95427	PIGN
P23458	JAK1
O95425	SVIL
O95424	DEXI
Q8TD30	GPT2
Q8TD31	CCHCR1
Q5JSZ5	PRRC2B
Q9NT22	EMILIN3
P48200	IREB2
P48201	ATP5G3
Q9C0H6	KLHL4
Q8IW52	SLITRK4
A2RU49	HYKK
Q8IW50	FAM219A
Q8IVL1	NAV2
P12829	MYL4
Q9UF33	EPHA6
A6NI28	ARHGAP42
Q6N043	ZNF280D
Q9UHA7	IL36A
Q5HYL7	TMEM196
Q9BWX5	GATA5
Q6ZP29	PQLC2
Q8TCS8	PNPT1
Q9BWX1	PHF7
P52292	KPNA2
Q8IVL8	CPO
Q9NWB1	RBFOX1
P13489	RNH1
Q9NWB7	IFT57
Q9NWB6	ARGLU1
P19086	GNAZ
P19087	GNAT2
Q9NY56	OBP2A
Q04756	HGFAC
P16050	ALOX15
Q14210	LY6D
Q16401	PSMD5
Q9UHI5	SLC7A8
Q9UHI6	DDX20
Q9UHI7	SLC23A1
Q9UHI8	ADAMTS1
O76002	OR2J2
Q96PL1	SCGB3A2
Q9H446	RWDD1
Q96PL5	ERMAP
P0C7W6	CCDC172
Q14667	KIAA0100
O76000	OR2B3
A8MUZ8	ZNF705G
Q9UNU6	CYP8B1
P35318	ADM
Q03519	TAP2
P61626	LYZ
Q8NH18	OR5J2
Q8NH19	OR10AG1
Q8NG68	TTL
Q14934	NFATC4
Q8NH16	OR2L2
Q6WKZ4	RAB11FIP1
Q8NH10	OR8U1
Q9BT17	MTG1
Q7RTU1	TCF23
O94778	AQP8
O94779	CNTN5
Q9Y484	WDR45
Q8IVF6	ANKRD18A
Q8N3Z3	GTPBP8
Q8N3Z0	PRSS35
Q12799	TCP10
Q12796	PNRC1
Q12797	ASPH
O94772	LY6H
Q9NYX4	CALY
Q12792	TWF1
O94776	MTA2
O94777	DPM2
P09913	IFIT2
Q96HV5	TMEM41A
Q2M3V2	SOWAHA
P09917	ALOX5
O00423	EML1
Q92615	LARP4B
P09914	IFIT1
P62191	PSMC1
P09919	CSF3
P62195	PSMC5
P58062	SPINK7
Q96B49	TOMM6
Q9UPW8	UNC13A
Q8IZW8	TNS4
Q9H1B7	IRF2BPL
Q9UPW0	FOXJ3
Q96G91	P2RY11
Q9UPW6	SATB2
Q96B45	BORCS7
Q9UPW5	AGTPBP1
Q9NQX7	ITM2C
Q9NQX6	ZNF331
Q9NQX5	NPDC1
Q9NQX4	MYO5C
Q9NQX3	GPHN
Q9NQX1	PRDM5
Q9NQX0	PRDM6
P51580	TPMT
P51582	P2RY4
Q9BX73	TM2D2
P51587	BRCA2
Q9BV94	EDEM2
A6NHG4	DDTL
P30498	HLA-B
P30499	HLA-C
P30492	HLA-B
P30493	HLA-B
P30490	HLA-B
P30491	HLA-B
A6NHG9	OR5H14
P30495	HLA-B
Q7L2K0	C16orf59
Q4AE62	GTDC1
Q96D21	RASD2
Q9UQM7	CAMK2A
P49639	HOXA1
Q8NI51	CTCFL
P61081	UBE2M
Q96BA8	CREB3L1
P13569	CFTR
Q8NA69	C19orf45
Q5T655	CFAP58
O94856	NFASC
Q7Z3J3	RGPD4
Q7Z3J2	C16orf62
O60481	ZIC3
Q07092	COL16A1
Q9Y6W8	ICOS
O60487	MPZL2
O60486	PLXNC1
Q9NZV6	MSRB1
O60488	ACSL4
Q9Y6W6	DUSP10
Q9NZV5	SEPN1
A2RRL7	TMEM213
P23946	CMA1
Q9NZV1	CRIM1
Q8N5L8	RPP25L
Q14738	PPP2R5D
P13378	HOXD8
Q14739	LBR
Q96IX9	ANKRD36BP1
P17019	ZNF708
Q6UX01	LMBR1L
Q8WTS6	SETD7
Q6UX04	CWC27
Q8WWB7	GLMP
Q6UX06	OLFM4
Q6UX07	DHRS13
P25025	CXCR2
P25024	CXCR1
O00193	SMAP
Q8N5Y2	MSL3
P25021	HRH2
P17014	ZNF12
P17017	ZNF14
Q8NDZ4	C3orf58
Q9BPZ7	MAPKAP1
Q9H0A6	RNF32
Q9BPZ2	SPIN2B
Q9BPZ3	PAIP2
Q03395	ROM1
Q9H0A9	SPATC1L
Q9H0A8	COMMD4
Q7L1S5	CHST9
P13804	ETFA
Q5TCX8	MLK4
Q12899	TRIM26
P08172	CHRM2
Q13956	PDE6H
P13805	TNNT1
P08173	CHRM4
O76064	RNF8
Q12893	TMEM115
Q07890	SOS2
O76061	STC2
O76062	TM7SF2
P16444	DPEP1
O00443	PIK3C2A
O00442	RTCA
Q96I34	PPP1R16A
Q9P2C4	TMEM181
Q15326	ZMYND11
Q15327	ANKRD1
O00445	SYT5
O00444	PLK4
Q9NZL9	MAT2B
Q15329	E2F5
O00339	MATN2
O00338	SULT1C2
P05106	ITGB3
P05107	ITGB2
Q8IXM7	ODF3L1
Q13946	PDE7A
O95168	NDUFB4
O95169	NDUFB8
O95166	GABARAP
Q58A44	C1QTNF9B-AS1
O95164	UBL3
Q9NTJ3	SMC4
Q13948	CUX1
Q5XKK7	FAM219B
Q96KN7	RPGRIP1
Q9BRP0	OVOL2
O75920	SERF1A
Q9BRP4	PAAF1
P51636	CAV2
Q9BRP7	FDXACB1
Q969Y0	NXPE3
Q16099	GRIK4
Q969Y2	GTPBP3
Q6ZMB0	B3GNT6
Q9BWK5	MRI
Q495A1	TIGIT
P00492	HPRT1
P02652	APOA2
P57060	RWDD2B
P02654	APOC1
P02656	APOC3
P15884	TCF4
Q96SN8	CDK5RAP2
P15880	RPS2
P34130	NTF4
P15882	CHN1
Q6ZMB5	TMEM184A
Q96SN7	ORAI2
Q96QC0	PPP1R10
P43362	MAGEA9B
P43363	MAGEA10
P43360	MAGEA6
P43361	MAGEA8
O15360	FANCA
P43364	MAGEA11
P43365	MAGEA12
Q6ZU67	BEND4
Q6ZU64	CFAP65
Q6ZU65	UBN2
P53985	SLC16A1
Q6P1S2	C3orf33
Q9Y247	FAM50B
P24557	TBXAS1
Q9Y241	HIGD1A
Q9Y240	CLEC11A
Q9Y243	AKT3
Q9Y242	TCF19
P0C0E4	RAB40AL
Q7RTU7	SCX
Q53SF7	COBLL1
Q9Y248	GINS2
O94910	ADGRL1
Q99829	CPNE1
Q99828	CIB1
P22310	UGT1A4
P11488	GNAT1
Q5SQH8	C6orf136
Q9Y644	RFNG
P22314	UBA1
Q8IUX7	AEBP1
P27797	CALR
P54851	EMP2
Q01538	MYT1
Q8NC26	ZNF114
Q01534	TSPY1
Q14320	FAM50A
P24046	GABRR1
Q7Z5W3	BCDIN3D
P60369	KRTAP10-3
Q14324	MYBPC2
P24043	LAMA2
Q9UBN4	TRPC4
Q53EU6	GPAT3
O43805	SSNA1
Q6ISB3	GRHL2
O95988	TCL1B
P54793	ARSF
A2A2V5	SERTM1
O43808	SLC25A17
O43809	NUDT21
Q15811	ITSN1
Q15813	TBCE
Q15814	TBCC
P01303	NPY
Q8N488	RYBP
Q15818	NPTX1
Q15819	UBE2V2
Q8N485	LIX1
Q9H4I0	RAD21L1
O43752	STX6
Q8NGE5	OR10A7
P01308	INS
Q8WVQ1	CANT1
Q7KZN9	COX15
P53367	ARFIP1
Q9BXU1	STK31
P53365	ARFIP2
Q9Y5Z6	B3GALT1
Q9BXU0	TEX12
P0C604	OR4A8
Q14498	RBM39
Q9BXU3	TEX13A
P18084	ITGB5
Q14493	SLBP
Q8NGE0	OR10AD1
Q14494	NFE2L1
Q8NEA9	GMCL1P1
Q8TEV9	SMCR8
Q8NEA5	C19orf18
Q8NEA4	FBXO36
Q8NEA6	GLIS3
O75077	ADAM23
Q6ICL7	SLC35E4
Q9UGT4	SUSD2
Q92753	RORB
Q8N4C8	MINK1
Q8N4C6	NIN
Q8N4C7	STX19
P46531	NOTCH1
Q6UWF3	SCIMP
P56851	EDDM3B
P56856	CLDN18
Q8N715	CCDC185
Q6UWF7	NXPE4
Q5VTD9	GFI1B
Q96JY6	PDLIM2
Q05639	EEF1A2
Q92750	TAF4B
Q6P2E9	EDC4
Q6ZSZ5	ARHGEF18
Q6ZSZ6	TSHZ1
Q8WUP2	FBLIM1
O75326	SEMA7A
O75324	SNN
O75325	LRRN2
P30939	HTR1F
Q8TCP9	FAM200A
P24539	ATP5F1
O00214	LGALS8
Q8IVI9	NOSTRIN
P17025	ZNF182
P27539	GDF1
P82921	MRPS21
P82251	SLC7A9
P41180	CASR
P41181	AQP2
P41182	BCL6
P20810	CAST
P20815	CYP3A5
Q9HCQ7	NPVF
P11487	FGF3
O95872	GPANK1
Q96DL1	NXPE2
P63104	YWHAZ
P04437	TCRA
Q13308	PTK7
Q13309	SKP2
Q9Y5S9	RBM8A
Q9Y5S8	NOX1
Q13303	KCNAB2
P78423	CX3CL1
Q9Y5S2	CDC42BPB
Q13304	GPR17
Q8IXU6	SLC35F2
Q86Y56	DNAAF5
O43895	XPNPEP2
Q9ULV5	HSF4
Q9ULV4	CORO1C
Q9ULV1	FZD4
Q9ULV0	MYO5B
Q9ULV3	CIZ1
Q5XXA6	ANO1
O15554	KCNN4
Q96KM6	ZNF512B
A6NKB5	PCNX2
P61163	ACTR1A
P36894	BMPR1A
P36896	ACVR1B
P36897	TGFBR1
Q6P474	PDXDC2P
Q9HCL0	PCDH18
Q92754	TFAP2C
Q8TBX8	PIP4K2C
Q9H9P8	L2HGDH
Q9ULF5	SLC39A10
Q9BZ67	FRMD8
Q9HCD5	NCOA5
Q8IWE4	DCUN1D3
Q8IWE5	PLEKHM2
Q8IWE2	FAM114A1
Q6Y2X3	DNAJC14
Q6XYB7	LBX2
P35212	GJA4
P54922	ADPRH
P05976	MYL1
Q8WXH4	ASB11
Q8WXH5	SOCS4
Q8WXH6	RAB40A
Q9P0Z9	PIPOX
Q8WXH0	SYNE2
Q8WXH2	JPH3
Q8TCB6	OR51E1
Q155Q3	DIXDC1
P55036	PSMD4
Q6NXE6	ARMC6
Q13772	NCOA4
Q3ZCM7	TUBB8
Q08830	FGL1
Q9P2P5	HECW2
P16260	SLC25A16
Q5T160	RARS2
Q9BUI4	POLR3C
Q8N7C0	LRRC52
P62277	RPS13
Q3KNT9	TMEM95
P62273	RPS29
P22413	ENPP1
P30550	GRPR
P30556	AGTR1
P80075	CCL8
Q96GT9	XAGE2
Q03701	CEBPZ
Q96HZ4	HES6
Q8WWN9	IPCEF1
Q8WWN8	ARAP3
Q9HCI5	MAGEE1
P00367	GLUD1
O15198	SMAD9
Q8NHA8	OR1F12
Q8NHA4	OR2AE1
P45985	MAP2K4
O15197	EPHB6
O15195	VILL
P45983	MAPK8
Q9HB58	SP110
Q8TDM0	BCAS4
Q8TDM6	DLG5
Q9Y2F9	BTBD3
Q8TDM5	SPACA4
Q9Y2F5	ICE1
Q9HB55	CYP3A43
Q01851	POU4F1
Q01850	CDR2
Q5SQN1	SNAP47
Q8N8G2	VGLL2
P86481	PRR20B
Q6A1A2	PDPK2P
P09104	ENO2
P09105	HBQ1
P09455	RBP1
Q8NBZ0	INO80E
Q8NBZ7	UXS1
Q86VF5	MOGAT3
Q9BT88	SYT11
P56211	ARPP19
Q9BVI0	PHF20
P21796	VDAC1
Q99457	NAP1L3
Q9BT81	SOX7
Q9NVG8	TBC1D13
P02489	CRYAA
O14578	CIT
O14579	COPE
O14576	DYNC1I1
P29965	CD40LG
P58549	FXYD7
P49841	GSK3B
P49840	GSK3A
P49842	STK19
Q687X5	STEAP4
P58546	MTPN
P49848	TAF6
P0DMV9	HSPA1B
Q86UV5	USP48
Q86UV6	TRIM74
Q86UV7	TRIM73
P59537	TAS2R43
Q7RTS9	DYM
Q16873	LTC4S
Q9NVA2	SEPT11
O75747	PIK3C2G
Q96P44	COL21A1
Q9NQC7	CYLD
Q07283	TCHH
Q9NQC1	JADE2
Q9H8W5	TRIM45
Q9H8W4	PLEKHF2
Q9NQC8	IFT46
Q10570	CPSF1
Q10571	MN1
P20774	OGN
Q9C0A1	ZFHX2
Q9C0A6	SETD5
Q6IFH4	OR6B2
Q9UQR0	SCML2
Q9UQR1	ZNF148
Q9UJ83	HACL1
Q9Y2V0	C15orf41
Q3MIN7	RGL3
P43119	PTGIR
Q8IX21	SLF2
Q8IX29	FBXO16
Q5VT66	MARC1
P43699	NKX2-1
P43115	PTGER3
Q6P9F5	TRIM40
Q9Y508	RNF114
Q6P9F7	LRRC8B
P78539	SRPX
Q8TAW3	ZNF671
Q5VYK3	ECM29
Q9Y6J9	TAF6L
Q9Y6J8	STYXL1
O60733	PLA2G6
O60732	MAGEC1
Q70IA8	MOB3C
P78537	BLOC1S1
P78536	ADAM17
P17813	ENG
P17812	CTPS1
Q53RY4	KRTCAP3
O95395	GCNT3
O95394	PGM3
O95397	PLEKHA8P1
O95396	MOCS3
O95391	SLU7
O95390	GDF11
O95393	BMP10
P06307	CCK
Q9BUN5	CCDC28B
O95399	UTS2
O95398	RAPGEF3
Q5T1N1	AKNAD1
Q9H469	FBXL15
Q8NFF5	FLAD1
Q8IZX4	TAF1L
Q9H461	FZD8
Q9H467	CUEDC2
Q9NRC8	SIRT7
P14138	EDN3
Q9NSG2	C1orf112
Q8TA86	RP9
Q8TF39	ZNF483
Q9NRC1	ST7
P25713	MT3
Q8TF32	ZNF431
P14136	GFAP
Q9NRC6	SPTBN5
Q9P286	PAK5
Q9P287	BCCIP
Q9UK80	USP21
Q9P283	SEMA5B
Q9P281	BAHCC1
Q8N565	MREG
Q59EK9	RUNDC3A
Q8N567	ZCCHC9
Q9P289	STK26
P01709	IGLV2-8
Q96LD8	SENP8
Q9UIW2	PLXNA1
Q96LD4	TRIM47
Q9UIW0	VAX2
P0CF74	IGLC6
Q8N7C3	TRIML2
Q96CG8	CTHRC1
Q96LD1	SGCZ
Q70JA7	CHSY3
Q9HAY2	MAGEF1
Q9Y5Z9	UBIAD1
P31267	HOXA6
O94842	TOX4
Q9H4K7	MTG2
Q9H4K1	RIBC2
Q6P4E1	CASC4
O94844	RHOBTB1
Q96DG6	CMBL
Q8NGP8	OR5M1
O60547	GMDS
Q04844	CHRNE
Q99490	AGAP2
Q5SSG8	MUC21
Q8IW75	SERPINA12
Q99496	RNF2
Q02880	TOP2B
P53794	SLC5A3
Q9P0J1	PDP1
B7ZBB8	PPP1R3G
Q9HAY6	BCO1
P29322	EPHA8
Q96RI1	NR1H4
P10092	CALCB
Q6ZUS5	CCDC121
Q86TX2	ACOT1
Q6ZUS6	CCDC149
Q6N063	OGFOD2
Q02086	SP2
Q6RFH5	WDR74
Q8TBZ9	C7orf62
Q02083	NAAA
Q8NFA0	USP32
P47775	GPR12
Q02080	MEF2B
P29144	TPP2
Q6RFH8	DUX4L9
Q02779	MAP3K10
P07947	YES1
Q96PN6	ADCY10
P07237	P4HB
P07942	LAMB1
Q6DKJ4	NXN
Q5JS37	NHLRC3
P16070	CD44
Q9P246	STIM2
Q9NWL6	ASNSD1
Q96PN8	TSSK3
Q96RI9	TAAR9
P07948	LYN
P07949	RET
P53420	COL4A4
Q2TAL6	VWC2
Q96RI8	TAAR6
P58304	VSX2
Q8N6L7	TMEM252
P09884	POLA1
Q8NBJ4	GOLM1
Q16772	GSTA3
P38435	GGCX
Q9UNW8	GPR132
Q9UNW9	NOVA2
Q7Z2F6	ZNF720
Q16773	KYAT1
Q14689	DIP2A
Q14686	NCOA6
Q14687	GSE1
Q14684	RRP1B
Q6X4W1	NSMF
Q14683	SMC1A
Q14680	MELK
Q14681	KCTD2
Q8NG48	LINS1
P16383	GCFC2
Q9Y3N9	OR2W1
Q7L3B6	CDC37L1
Q8NG41	NPB
Q8NB90	SPATA5
Q8NB91	FANCB
Q8NGP4	OR5M3
P11766	ADH5
Q8N3X1	FNBP4
Q8N3X6	LCORL
O14807	MRAS
O14804	TAAR5
O14802	POLR3A
O75437	ZNF254
Q96B23	C18orf25
Q2M3T9	HYAL4
Q9UPU7	TBC1D2B
Q96B26	EXOSC8
Q92903	CDS1
Q9UPU3	SORCS3
P12034	FGF5
P50219	MNX1
Q9UPU9	SAMD4A
P36406	TRIM23
P36405	ARL3
P36404	ARL2
P0C7P4	UQCRFS1P1
P36402	TCF7
Q5TA31	RNF187
O60931	CTNS
O60930	RNASEH1
Q9NXF8	ZDHHC7
O60934	NBN
O60936	NOL3
O60939	SCN2B
P47914	RPL29
Q9NXF7	DCAF16
Q9NXF1	TEX10
Q68DY9	ZNF772
Q2M1Z3	ARHGAP31
Q9UBQ6	EXTL2
Q68DY1	ZNF626
Q9UBQ5	EIF3K
Q9H714	KIAA0226L
Q9UBQ0	VPS29
P10767	FGF6
P49619	DGKG
Q7Z3H4	SAMD7
Q8IWB7	WDFY1
Q7Z3H0	ANKRD33
Q15797	SMAD1
Q15796	SMAD2
Q86TW2	ADCK1
Q7Z628	NET1
P04350	TUBB4A
Q01113	IL9R
Q7Z624	CAMKMT
Q9GZK6	OR2J1
O95900	TRUB2
Q6ZSG2	FAM196A
Q06250	WT1-AS
Q9H5K3	POMK
P12236	SLC25A6
Q8N5N7	MRPL50
Q9UQ13	SHOC2
Q07075	ENPEP
Q9NZT1	CALML5
Q9NZT2	OGFR
O43665	RGS10
P61204	ARF3
P17031	ZNF26
P17030	ZNF25
Q5QJE6	DNTTIP2
P17036	ZNF3
P17035	ZNF28
A6NNS2	DHRS7C
P17039	ZNF30
P17038	ZNF43
P59796	GPX6
P59797	SELV
P13727	PRG2
P13726	F3
P13725	OSM
Q15262	PTPRK
Q9UJK0	TSR3
Q59H18	TNNI3K
Q8WTQ4	C16orf78
Q6UX65	DRAM2
Q8IUF1	CBWD2
Q8NDX9	LY6G5B
Q8NA23	WDR31
Q8NDX6	ZNF740
Q8NDX5	PHC3
Q8IUF8	MINA
Q8NDX1	PSD4
P05162	LGALS2
P05160	F13B
P17676	CEBPB
P05166	PCCB
P05164	MPO
P05165	PCCA
Q9HB89	NMUR1
Q07617	SPAG1
Q9UL15	BAG5
Q9P2E3	ZNFX1
P55263	ADK
Q9P2E5	CHPF2
Q96I15	SCLY
Q9P2E7	PCDH10
Q96CG3	TIFA
P55268	LAMB2
Q9P2E8	MARCH4
Q15306	IRF4
P0C7N5	OR8U9
Q9UL18	AGO1
Q9UL19	RARRES3
O00311	CDC7
Q15303	ERBB4
O95149	SNUPN
Q6ZT07	TBC1D9
Q9NSA1	FGF21
P10809	HSPD1
O95140	MFN2
P08729	KRT7
Q7L7V1	DHX32
O95147	DUSP14
Q9NP64	ZCCHC17
Q9NP66	HMG20A
P38117	ETFB
Q9NP61	ARFGAP3
Q9NP62	GCM1
Q9BRV3	SLC50A1
Q9H6Y2	WDR55
Q9H6Y5	MAGIX
Q5JPH6	EARS2
Q9H6Y7	RNF167
Q6PJT7	ZC3H14
Q7LBR1	CHMP1B
Q58DX5	NAALADL2
C9JRZ8	AKR1B15
Q96NC0	ZMAT2
Q96EU6	RRP36
Q96EU7	C1GALT1C1
Q9UKF6	CPSF3
Q9UKF7	PITPNC1
P18545	PDE6G
Q9UKF2	ADAM30
Q96QA5	GSDMA
Q96QA6	YPEL2
P60002	ELOF1
P49917	LIG4
P60006	ANAPC15
O15389	SIGLEC5
O43903	GAS2
Q13639	HTR4
O15382	BCAT2
P36969	GPX4
O15381	NVL
P78329	CYP4F2
O14609	XKRY
Q9Y267	SLC22A14
Q9Y266	NUDC
Q9Y265	RUVBL1
Q9Y264	ANGPT4
Q9HBE5	IL21R
Q9Y262	EIF3L
Q9Y261	FOXA2
Q6NW29	RWDD4
Q9UKY3	CES1P1
Q8NGL1	OR5D18
Q5KU26	COLEC12
Q5PSV4	BRMS1L
Q01518	CAP1
Q9Y4D1	DAAM1
Q587J7	TDRD12
O95470	SGPL1
Q8TCE6	FAM45A
P09661	SNRPA1
Q13630	TSTA3
O95471	CLDN7
Q8NGL4	OR5D13
Q9H2X3	CLEC4M
P09669	COX6C
P09668	CTSH
O95970	LGI1
Q6ZMJ2	SCARA5
Q6X9E4	FBXW12
Q86VM9	ZC3H18
P00414	MT-CO3
Q6ZMJ4	IL34
P21589	NT5E
Q8N5G0	SMIM20
Q9H7U1	CCSER2
Q7Z5Q1	CPEB2
P21583	KITLG
P21580	TNFAIP3
Q7Z5Q5	POLN
O43820	HYAL3
Q9BXL6	CARD14
P02671	FGA
O43823	AKAP8
Q8TDP1	RNASEH2C
O43825	B3GALT2
P02675	FGB
O43827	ANGPTL7
O43829	ZBTB14
P02679	FGG
Q13491	GPM6B
A7XYQ1	SOBP
Q5THJ4	VPS13D
Q15878	CACNA1E
Q9Y4D8	HECTD4
P55064	AQP5
Q96RA2	OR7D2
O43772	SLC25A20
Q5TC84	OGFRL1
O43776	NARS
Q92785	DPF2
Q92784	DPF3
P10153	RNASE2
Q92786	PROX1
P10155	TROVE2
Q92783	STAM
P46087	NOP2
P46736	BRCC3
P46089	GPR3
P46734	MAP2K3
Q9H8G2	CAAP1
P50548	ERF
Q8WVS4	WDR60
Q9Y3C5	RNF11
Q9Y3C4	TPRKB
Q9Y3C7	MED31
Q9Y3C6	PPIL1
Q9Y3C1	NOP16
Q9Y3C0	CCDC53
P35573	AGL
Q71SY5	MED25
Q9Y3C8	UFC1
P35575	G6PC
Q92995	USP13
Q5SQ64	LY6G6F
Q99807	COQ7
Q99805	TM9SF2
Q9BXU2	TEX13B
Q8TET4	GANC
P42345	MTOR
P0CJ69	MTRNR2L2
P0CJ68	MTRNR2L1
P12036	NEFH
Q7Z7B0	FILIP1
Q8N4A0	GALNT4
Q96JG9	ZNF469
Q96JG8	MAGED4B
Q8N5C6	SRBD1
Q7Z6W7	DNAJB7
Q9H074	PAIP1
O75306	NDUFS2
Q8WUR7	C15orf40
Q5VW00	DCAF12L2
Q7Z6W1	TMCO2
Q8WV83	SLC35F5
Q9H079	KATNBL1
O75309	CDH16
Q96Q06	PLIN4
Q8NG78	OR8G5
Q9BQS2	SYT15
Q8NGY2	OR6K2
Q13098	GPS1
Q8NGY0	OR10X1
Q9BQS6	HSPB9
P14091	CTSE
Q8NGY5	OR6N1
Q6P047	C8orf74
Q13093	PLA2G7
Q9BQS8	FYCO1
Q9H2C8	OR51V1
Q13094	LCP2
Q6XPR3	RPTN
Q8N972	ZNF709
Q5JPI3	C3orf38
Q14721	KCNB1
Q6UWB1	IL27RA
O75167	PHACTR2
P20231	TPSB2
P82279	CRB1
Q9NRW4	DUSP22
A8MVX0	ARHGEF33
Q07864	POLE
Q13324	CRHR2
Q13325	IFIT5
Q13326	SGCG
Q8IXW0	LMNTD2
P54652	HSPA2
P23527	HIST1H2BO
Q8IXW5	RPAP2
Q13323	BIK
Q96DN0	ERP27
P23528	CFL1
P52895	AKR1C2
A6NHQ4	C17orf96
Q96DN5	TBC1D31
Q96DN6	MBD6
Q9Y5U9	IER3IP1
Q00839	HNRNPU
Q9NRW3	APOBEC3C
P98088	MUC5AC
Q9Y5U2	TSSC4
Q9Y5U5	TNFRSF18
P98082	DAB2
Q8IUY3	GRAMD2
O43482	OIP5
Q8NFR7	CCDC148
P19388	POLR2E
Q8WYH8	ING5
O14543	SOCS3
O43488	AKR7A2
Q8N609	TRAM1L1
Q8N608	DPP10
Q8NET4	RGAG1
Q30134	HLA-DRB1
Q9ULT8	HECTD1
Q9ULT6	ZNRF3
Q8TCD5	NT5C
P40967	PMEL
Q9ULT0	TTC7A
Q86Y46	KRT73
Q8N3S3	PHTF2
O15547	P2RX6
O15540	FABP7
O15541	RNF113A
Q96R47	OR2A14
Q8IZE3	SCYL3
P36873	PPP1CC
P36871	PGM1
Q92752	TNR
Q9NU23	LYRM2
Q9NU22	MDN1
Q9NZ94	NLGN3
Q9HCJ5	ZSWIM6
Q8IWG1	WDR63
Q8NC51	SERBP1
Q9HCJ6	VAT1L
Q9HCJ1	ANKH
Q9HCJ0	TNRC6C
Q9HCJ3	RAVER2
Q9HCJ2	LRRC4C
P50281	MMP14
O95622	ADCY5
P30679	GNA15
O95153	TSPOAP1
Q9NUG6	PDRG1
Q86U10	ASPG
Q96EH8	NEURL3
P43005	SLC1A1
Q8WXF8	DEDD2
Q96EH3	MALSU1
Q8WXF7	ATL1
P40259	CD79B
P35580	MYH10
Q8WXF3	RLN3
Q8WXF0	SRSF12
Q8WXF1	PSPC1
Q9BRT7	LINC00467
Q6PB30	CSAG1
Q8TBZ3	WDR20
P22692	IGFBP4
Q9NR99	MXRA5
Q9BRT2	UQCC2
P22695	UQCRC2
P22694	PRKACB
Q5DT21	SPINK9
Q9NR97	TLR8
Q9NR96	TLR9
Q5T4F4	ZFYVE27
Q3KNV8	PCGF3
A6NKD2	TSPY2
A6NLP5	TTC36
Q16740	CLPP
P62258	YWHAE
P15056	BRAF
Q8N7A1	KLHDC1
A6NKD9	CCDC85C
P62253	UBE2G1
P08779	KRT16
Q8WWL7	CCNB3
P48764	SLC9A3
Q8WWL2	SPIRE2
Q9BRT9	GINS4
Q49AM1	MTERF2
Q9HB71	CACYBP
Q9HB75	PIDD1
Q9BW19	KIFC1
Q8TC20	CAGE1
P32247	BRS3
Q6J4K2	SLC8B1
Q6P2C8	MED27
Q9BW11	MXD3
