"chid","chnm","casn","code","dsstox_substance_id","clib"
22036,"(1S)-(-)-Camphor","464-48-2","C464482","DTXSID8022036","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22043,"2,6-Pyridinedicarboxylic acid","499-83-2","C499832","DTXSID7022043","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22048,"Flavone","525-82-6","C525826","DTXSID2022048","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22049,"2,4,6-Trimethylphenol","527-60-6","C527606","DTXSID7022049","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22050,"2-Tolunitrile","529-19-1","C529191","DTXSID6022050","TOX21SL"
22051,"2-Tolualdehyde","529-20-4","C529204","DTXSID1022051","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22053,"2-Methyl-4,6-dinitrophenol","534-52-1","C534521","DTXSID1022053","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22055,"tert-Butyl acetate","540-88-5","C540885","DTXSID1022055","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22056,"1,3-Dichlorobenzene","541-73-1","C541731","DTXSID6022056","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22057,"1,3-Dichloropropene","542-75-6","C542756","DTXSID1022057","TOX21SL"
22058,"Dibutyl sulfide","544-40-1","C544401","DTXSID6022058","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_PhaseIII"
22060,"2-Nitrobenzaldehyde","552-89-6","C552896","DTXSID0022060","TOX21SL"
22061,"4-Nitrobenzaldehyde","555-16-8","C555168","DTXSID5022061","TOX21SL"
22062,"3-Methyl-2-butanone","563-80-4","C563804","DTXSID0022062","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22068,"2-Hexanone","591-78-6","C591786","DTXSID0022068","TOXCAST|TOXCAST_ph3|TOXCAST_PhaseIII"
22070,"2-Tridecanone","593-08-8","C593088","DTXSID4022070","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22079,"Pentabromophenol","608-71-9","C608719","DTXSID9022079","TOX21SL"
22080,"2,4,6-Triiodophenol","609-23-4","C609234","DTXSID8022080","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22082,"2-Acetamidophenol","614-80-2","C614802","DTXSID8022082","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22084,"4-Ethoxy-2-nitroaniline","616-86-4","C616864","DTXSID8022084","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22085,"Methyl p-nitrobenzoate","619-50-1","C619501","DTXSID3022085","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22086,"4-Nitrobenzamide","619-80-7","C619807","DTXSID8022086","TOX21SL"
22089,"3-Acetamidophenol","621-42-1","C621421","DTXSID3022089","TOX21SL"
22090,"4-(2-Hydroxyethyl)morpholine","622-40-2","C622402","DTXSID2022090","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22093,"2,5-Dimethylfuran","625-86-5","C625865","DTXSID7022093","TOX21SL|TOXCAST"
22096,"Dipropyl disulfide","629-19-6","C629196","DTXSID2022096","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22100,"4-Propylphenol","645-56-7","C645567","DTXSID9022100","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22104,"2-Decanone","693-54-9","C693549","DTXSID9022104","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22107,"2-Methylimidazole","693-98-1","C693981","DTXSID4022107","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22109,"gamma-Decanolactone","706-14-9","C706149","DTXSID4022109","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22111,"Propanil","709-98-8","C709988","DTXSID8022111","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22113,"3,4-Dichloro-1-butene","760-23-6","C760236","DTXSID8022113","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22117,"Amantadine","768-94-5","C768945","DTXSID8022117","TOX21SL"
22120,"Carbophenothion","786-19-6","C786196","DTXSID7022120","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22121,"Triphenylphosphine oxide","791-28-6","C791286","DTXSID2022121","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22123,"2-Hydroxyethyl acrylate","818-61-1","C818611","DTXSID2022123","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22124,"1-Octyn-3-ol","818-72-4","C818724","DTXSID7022124","TOX21SL"
22125,"2-Nonanone","821-55-6","C821556","DTXSID2022125","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22127,"4-Phenoxyphenol","831-82-3","C831823","DTXSID2022127","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22128,"2-Hydroxyethyl methacrylate","868-77-9","C868779","DTXSID7022128","TOX21SL"
22130,"2,4-Dichlorobenzaldehyde","874-42-0","C874420","DTXSID1022130","TOX21SL"
22131,"Diphenyl disulfide","882-33-7","C882337","DTXSID6022131","TOX21SL"
22133,"Ethyl 3-aminobenzoate methanesulfonic acid salt","886-86-2","C886862","DTXSID6022133","TOX21SL"
22137,"(Z)-3-Hexen-1-ol","928-96-1","C928961","DTXSID6022137","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22138,"(E)-3-Hexen-1-ol","928-97-2","C928972","DTXSID1022138","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22153,"Tetrabutyltin","1461-25-2","C1461252","DTXSID4022153","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII"
22159,"1,9-Decadiene","1647-16-1","C1647161","DTXSID4022159","TOX21SL"
22160,"p-Phenylazophenol","1689-82-3","C1689823","DTXSID3022160","TOX21SL"
22161,"Ioxynil","1689-83-4","C1689834","DTXSID8022161","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22162,"Bromoxynil","1689-84-5","C1689845","DTXSID3022162","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22164,"2-Allylphenol","1745-81-9","C1745819","DTXSID3022164","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22170,"2,6-Dichlorobenzamide","2008-58-4","C2008584","DTXSID7022170","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22171,"1-Decanamine","2016-57-1","C2016571","DTXSID2022171","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22172,"Aminocarb","2032-59-9","C2032599","DTXSID7022172","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22174,"EPN","2104-64-5","C2104645","DTXSID7022174","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22179,"Pentachloropyridine","2176-62-7","C2176627","DTXSID2022179","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22180,"(1R,2S,5R)-(-)-Menthol","2216-51-5","C2216515","DTXSID1022180","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22186,"2-Ethoxyethyl methacrylate","2370-63-0","C2370630","DTXSID1022186","TOX21SL"
22187,"2,3,6-Trimethylphenol","2416-94-6","C2416946","DTXSID6022187","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22188,"n-Undecyl cyanide","2437-25-4","C2437254","DTXSID1022188","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22191,"Tetrahydrofurfuryl methacrylate","2455-24-5","C2455245","DTXSID0022191","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22193,"Benzyl methacrylate","2495-37-6","C2495376","DTXSID0022193","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22194,"Hexyl acrylate","2499-95-8","C2499958","DTXSID5022194","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22198,"3-(3-Pyridyl)-1-propanol","2859-67-8","C2859678","DTXSID5022198","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22217,"2,4,5-Trimethoxybenzaldehyde","4460-86-0","C4460860","DTXSID1022217","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22218,"Isopropyl methacrylate","4655-34-9","C4655349","DTXSID6022218","TOX21SL"
22220,"2,3,4,5-Tetrachlorophenol","4901-51-3","C4901513","DTXSID0022220","TOX21SL"
22224,"5-Chloro-1,3-benzothiazole-2(3H)-thione","5331-91-9","C5331919","DTXSID0022224","TOXCAST|TOXCAST_ph3|TOXCAST_PhaseIII"
22227,"Dimethylaminopropyl chloride hydrochloride","5407-04-5","C5407045","DTXSID5022227","TOX21SL"
22246,"1,4-bis(3-Aminopropyl)piperazine","7209-38-3","C7209383","DTXSID8022246","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22247,"Nerolidol","7212-44-4","C7212444","DTXSID3022247","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22253,"Resmethrin","10453-86-8","C10453868","DTXSID7022253","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22254,"Terbufos","13071-79-9","C13071799","DTXSID2022254","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22256,"2',3',4'-Trichloroacetophenone","13608-87-2","C13608872","DTXSID2022256","TOX21SL"
22265,"Alachlor","15972-60-8","C15972608","DTXSID1022265","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22267,"Methomyl","16752-77-5","C16752775","DTXSID1022267","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22271,"4-(Diethylamino)salicylaldehyde","17754-90-4","C17754904","DTXSID5022271","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22279,"2,6-Diisopropylaniline","24544-04-5","C24544045","DTXSID5022279","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22284,"2-Butanamine","13952-84-6","C13952846","DTXSID4022284","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22288,"4-Hexyloxyaniline","39905-57-2","C39905572","DTXSID4022288","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22292,"Permethrin","52645-53-1","C52645531","DTXSID8022292","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22301,"Flucythrinate","70124-77-5","C70124775","DTXSID0022301","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22305,"4-tert-Butylstyrene","1746-23-2","C1746232","DTXSID0022305","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22306,"Demeton","8065-48-3","C8065483","DTXSID5022306","TOX21SL"
22307,"Chloromethyl styrene","30030-25-2","C30030252","DTXSID0022307","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22308,"Genistein","446-72-0","C446720","DTXSID5022308","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22310,"Daidzein","486-66-8","C486668","DTXSID9022310","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22311,"Formononetin","485-72-3","C485723","DTXSID4022311","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22312,"4-Octylphenol","1806-26-4","C1806264","DTXSID9022312","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22313,"o,p'-DDE","3424-82-6","C3424826","DTXSID4022313","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22315,"Zearalanol","26538-44-3","C26538443","DTXSID4022315","TOX21SL"
22320,"Triphenylethylene","58-72-0","C58720","DTXSID3022320","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22325,"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane","2971-36-0","C2971360","DTXSID8022325","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22326,"Rutin","153-18-4","C153184","DTXSID3022326","TOX21SL"
22329,"Epitestosterone","481-30-1","C481301","DTXSID8022329","TOX21SL"
22331,"2-(Butan-2-yl)phenol","89-72-5","C89725","DTXSID2022331","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22332,"4-(Butan-2-yl)phenol","99-71-8","C99718","DTXSID7022332","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22333,"sec-Butylbenzene","135-98-8","C135988","DTXSID2022333","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22341,"Prometon","1610-18-0","C1610180","DTXSID6022341","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22345,"o,p'-DDT","789-02-6","C789026","DTXSID6022345","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22353,"2-Chloro-4-phenylphenol","92-04-6","C92046","DTXSID0022353","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22360,"4-(1,1,3,3-Tetramethylbutyl)phenol","140-66-9","C140669","DTXSID9022360","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22361,"Vinclozolin","50471-44-8","C50471448","DTXSID4022361","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22364,"5alpha-Dihydrotestosterone","521-18-6","C521186","DTXSID9022364","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22366,"Estriol","50-27-1","C50271","DTXSID9022366","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22367,"Estrone","53-16-7","C53167","DTXSID4022367","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22369,"Fulvestrant","129453-61-8","C129453618","DTXSID4022369","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22370,"Progesterone","57-83-0","C57830","DTXSID3022370","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22371,"Testosterone","58-22-0","C58220","DTXSID8022371","TOX21SL"
22377,"17alpha-Estradiol","57-91-0","C57910","DTXSID8022377","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22381,"meso-Hexestrol","84-16-2","C84162","DTXSID2022381","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22382,"Dienestrol","84-17-3","C84173","DTXSID7022382","TOX21SL"
22384,"(Z)-4-Hydroxytamoxifen","68047-06-3","C68047063","DTXSID7022384","TOX21SL"
22391,"Apigenin","520-36-5","C520365","DTXSID6022391","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22393,"Phloretin","60-82-2","C60822","DTXSID6022393","TOX21SL"
22394,"Biochanin A","491-80-5","C491805","DTXSID1022394","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22396,"Chrysin","480-40-0","C480400","DTXSID1022396","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22399,"Coumestrol","479-13-0","C479130","DTXSID6022399","TOX21SL"
22401,"Cholesterol","57-88-5","C57885","DTXSID3022401","TOX21SL"
22403,"2,2'-Dihydroxy-4-methoxybenzophenone","131-53-3","C131533","DTXSID3022403","TOX21SL|TOXCAST|TOXCAST_ph3|TOXCAST_PhaseIII"
22404,"2,2'-Dihydroxybenzophenone","835-11-0","C835110","DTXSID8022404","TOX21SL"
22405,"2-Hydroxy-4-methoxybenzophenone","131-57-7","C131577","DTXSID3022405","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22406,"2,4-Dihydroxybenzophenone","131-56-6","C131566","DTXSID8022406","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22408,"Phenol red","143-74-8","C143748","DTXSID8022408","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22409,"4,4'-Sulfonyldiphenol","80-09-1","C80091","DTXSID3022409","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22411,"4,4'-Methylenebis(2,6-di-t-butylphenol)","118-82-1","C118821","DTXSID7022411","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22413,"Isoeugenol","97-54-1","C97541","DTXSID7022413","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22415,"1,6-Dimethylnaphthalene","575-43-9","C575439","DTXSID7022415","TOX21SL"
22417,"Butyl 4-aminobenzoate","94-25-7","C94257","DTXSID7022417","TOX21SL"
22420,"Dopamine","51-61-6","C51616","DTXSID6022420","TOX21SL"
22421,"Melatonin","73-31-4","C73314","DTXSID1022421","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22422,"4,4'-Diaminobiphenyl methane","101-77-9","C101779","DTXSID6022422","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22425,"4,4'-Dihydoxybenzophenone","611-99-4","C611994","DTXSID1022425","TOX21SL"
22432,"Chrysene","218-01-9","C218019","DTXSID0022432","TOX21SL"
22436,"Diphenolic acid","126-00-1","C126001","DTXSID0022436","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22437,"Nordihydroguaiaretic acid","500-38-9","C500389","DTXSID5022437","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22439,"Phenolphthalin","81-90-3","C81903","DTXSID5022439","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22442,"Bisphenol B","77-40-7","C77407","DTXSID4022442","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22445,"Bis(4-hydroxyphenyl)methane","620-92-8","C620928","DTXSID9022445","TOX21SL|TOXCAST|TOXCAST_ph3|TOXCAST_PhaseIII"
22446,"2,2'-Bisphenol F","2467-02-9","C2467029","DTXSID4022446","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22448,"Metolachlor","51218-45-2","C51218452","DTXSID4022448","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22455,"Dimethyl phthalate","131-11-3","C131113","DTXSID3022455","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph1v2|TOXCAST_PhaseI|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22462,"3-Phenylphenol","580-51-8","C580518","DTXSID2022462","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22472,"Butylbenzene","104-51-8","C104518","DTXSID6022472","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22474,"Corticosterone","50-22-6","C50226","DTXSID6022474","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22479,"2-Ethylphenol","90-00-6","C90006","DTXSID1022479","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22480,"3-Ethylphenol","620-17-7","C620177","DTXSID0022480","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22481,"beta-Sitosterol","83-46-5","C83465","DTXSID5022481","TOX21SL|TOXCAST|TOXCAST_ph3|TOXCAST_PhaseIII"
22485,"Bis(4-hydroxyphenyl)-2,2-dichloroethylene","14868-03-2","C14868032","DTXSID5022485","TOX21SL"
22489,"E-Cinnamic acid","140-10-3","C140103","DTXSID5022489","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22508,"4-Dodecylphenol","104-43-8","C104438","DTXSID1022508","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22510,"4-Chloro-2-methylphenol","1570-64-5","C1570645","DTXSID5022510","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22519,"Folic acid","59-30-3","C59303","DTXSID0022519","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22520,"Ethyl cinnamate","103-36-6","C103366","DTXSID9022520","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph3|TOXCAST_PhaseIII"
22521,"Diisononyl phthalate","28553-12-0","C28553120","DTXSID4022521","TOX21SL|TOXCAST|TOXCAST_ph3|TOXCAST_PhaseIII"
22522,"Diisobutyl phthalate","84-69-5","C84695","DTXSID9022522","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22523,"Heptylparaben","1085-12-7","C1085127","DTXSID4022523","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22524,"Thalidomide","50-35-1","C50351","DTXSID9022524","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22525,"2-Ethylhexylparaben","5153-25-3","C5153253","DTXSID4022525","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22526,"Benzylparaben","94-18-8","C94188","DTXSID9022526","TOX21SL|TOXCAST|TOXCAST_e1k|TOXCAST_EPATox21|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22527,"Propylparaben","94-13-3","C94133","DTXSID4022527","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22528,"Ethylparaben","120-47-8","C120478","DTXSID9022528","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22529,"Methylparaben","99-76-3","C99763","DTXSID4022529","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22536,"4-Cumylphenol","599-64-4","C599644","DTXSID3022536","TOX21SL|TOXCAST|TOXCAST_EPATox21|TOXCAST_ph2|TOXCAST_PhaseII|TOXCAST_PhaseIII"
22540,"Acemetacin","53164-05-9","C53164059","DTXSID7022540","TOX21SL"
22541,"Acenocoumarol","152-72-7","C152727","DTXSID2022541","TOX21SL"
