Chemical	Term	GOID	Bonferroni
C3697425	peptidyl-serine phosphorylation	GO:0018105	9.507369336247962e-10
C3697425	negative regulation of transcription, DNA-templated	GO:0045892	3.688971128568141e-09
C3697425	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	7.657722567167012e-09
C3697425	cellular response to hydrogen peroxide	GO:0070301	8.263518980200502e-09
C3697425	negative regulation of gene expression	GO:0010629	1.1454003634447927e-08
C3697425	cellular senescence	GO:0090398	1.4221914756973318e-08
C3697425	negative regulation of cell proliferation	GO:0008285	4.0960825731239936e-08
C3697425	signal transduction	GO:0007165	2.3794785664055238e-07
C3697425	intracellular signal transduction	GO:0035556	2.630310906859279e-07
C3697425	rhythmic process	GO:0048511	3.916908519752127e-07
C3697425	stress-activated MAPK cascade	GO:0051403	5.291315220423698e-07
C3697425	response to xenobiotic stimulus	GO:0009410	6.200114692767045e-07
C3697425	protein ubiquitination	GO:0016567	1.1259082360881578e-06
C3697425	positive regulation of apoptotic process	GO:0043065	2.9180912600734743e-06
C3697425	cellular response to DNA damage stimulus	GO:0006974	3.530696338738259e-06
C3697425	response to hypoxia	GO:0001666	4.79193083835483e-06
C3697425	cellular response to hypoxia	GO:0071456	6.147697734104617e-06
C3697425	cellular response to tumor necrosis factor	GO:0071356	7.522174600316234e-06
C3697425	G1/S transition of mitotic cell cycle	GO:0000082	7.840499354538899e-06
C3697425	regulation of transcription from RNA polymerase II promoter	GO:0006357	9.996862463723666e-06
C3697425	protein destabilization	GO:0031648	1.5981265817921475e-05
C3697425	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	1.9685087025433926e-05
C3697425	MAPK cascade	GO:0000165	3.735622549749795e-05
C3697425	regulation of apoptotic process	GO:0042981	8.017484036959566e-05
C3697425	regulation of circadian rhythm	GO:0042752	8.775251193460232e-05
C3697425	cellular response to cadmium ion	GO:0071276	0.00011654316780029816
C3697425	aging	GO:0007568	0.00011985788896207161
C3697425	peptidyl-threonine phosphorylation	GO:0018107	0.00014675438792466355
C3697425	stimulatory C-type lectin receptor signaling pathway	GO:0002223	0.00015135763133578006
C3697425	cellular response to insulin stimulus	GO:0032869	0.0001706538901239396
C3697425	ubiquitin-dependent protein catabolic process	GO:0006511	0.00039587139394070553
C3697425	insulin-like growth factor receptor signaling pathway	GO:0048009	0.0006632853589032539
C3697425	chromatin remodeling	GO:0006338	0.0007710584399711617
C3697425	transcription from RNA polymerase II promoter	GO:0006366	0.0009622753786389103
C3697425	cellular response to UV	GO:0034644	0.001083754817572169
C3697425	JNK cascade	GO:0007254	0.0011991475680862562
C3697425	I-kappaB kinase/NF-kappaB signaling	GO:0007249	0.0013244080487601062
C3697425	positive regulation of erythrocyte differentiation	GO:0045648	0.0015223159241375404
C3697425	negative regulation of canonical Wnt signaling pathway	GO:0090090	0.0015371064867683026
C3697425	positive regulation of cell proliferation	GO:0008284	0.0016440750993866884
C3697425	wound healing	GO:0042060	0.001911832359139387
C3697425	macromolecular complex assembly	GO:0065003	0.0021959767593477952
C3697425	insulin receptor signaling pathway	GO:0008286	0.0023210406058578052
C3697425	cellular response to reactive oxygen species	GO:0034614	0.002700341828606456
C3697425	positive regulation of protein phosphorylation	GO:0001934	0.002759404129108023
C3697425	positive regulation of smooth muscle cell proliferation	GO:0048661	0.0030109686130426194
C3697425	protein stabilization	GO:0050821	0.0037457580327333604
C3697425	cell cycle	GO:0007049	0.0047667154120224495
C3697425	peptidyl-lysine acetylation	GO:0018394	0.004977585205454993
C3697425	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032436	0.007107905394065139
C3697425	negative regulation of cell growth	GO:0030308	0.00819345216270273
C485314	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.1212928883311182e-25
C485314	positive regulation of transcription, DNA-templated	GO:0045893	2.6491042846414902e-17
C485314	positive regulation of gene expression	GO:0010628	9.900968933607146e-12
C485314	protein polyubiquitination	GO:0000209	1.070921129553426e-11
C485314	cellular senescence	GO:0090398	2.849054325793077e-11
C485314	cellular response to DNA damage stimulus	GO:0006974	1.0486944646004306e-10
C485314	regulation of cell cycle	GO:0051726	1.109312641744964e-10
C485314	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	8.692646602526112e-10
C485314	positive regulation of NF-kappaB transcription factor activity	GO:0051092	1.3657275310663408e-09
C485314	protein phosphorylation	GO:0006468	2.987607228277511e-08
C485314	rhythmic process	GO:0048511	5.325084451168749e-08
C485314	positive regulation of protein ubiquitination	GO:0031398	6.078002579013032e-08
C485314	negative regulation of transcription, DNA-templated	GO:0045892	7.166664561797376e-08
C485314	negative regulation of apoptotic process	GO:0043066	7.619967257177508e-08
C485314	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.3900130968469426e-07
C485314	protein ubiquitination	GO:0016567	2.0509673193114256e-07
C485314	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	7.630593023000287e-07
C485314	cellular response to gamma radiation	GO:0071480	9.317571216804764e-07
C485314	peptidyl-serine phosphorylation	GO:0018105	1.6262934438016075e-06
C485314	regulation of apoptotic process	GO:0042981	3.4855374981823677e-06
C485314	cellular response to UV	GO:0034644	3.840556655920756e-06
C485314	response to drug	GO:0042493	4.0709820051665355e-06
C485314	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	4.194505175192376e-06
C485314	protein stabilization	GO:0050821	1.3997312257041372e-05
C485314	protein K63-linked ubiquitination	GO:0070534	1.5014188248230196e-05
C485314	regulation of cellular response to heat	GO:1900034	3.5557556243071005e-05
C485314	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	3.669172361775441e-05
C485314	apoptotic process	GO:0006915	0.0002042230543038981
C485314	chromatin remodeling	GO:0006338	0.0002464876693728524
C485314	protein autophosphorylation	GO:0046777	0.0002464876693728524
C485314	regulation of signal transduction by p53 class mediator	GO:1901796	0.00026819281328405165
C485314	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	GO:0006977	0.0003015787812102877
C485314	DNA repair	GO:0006281	0.0003402106675636229
C485314	cellular response to hydrogen peroxide	GO:0070301	0.0005165084617325677
C485314	macromolecular complex assembly	GO:0065003	0.0005697269911324465
C485314	protein autoubiquitination	GO:0051865	0.0006213322878809713
C485314	negative regulation of cell proliferation	GO:0008285	0.0012277583663334868
C485314	regulation of transcription from RNA polymerase II promoter	GO:0006357	0.0012467205376786028
C485314	tumor necrosis factor-mediated signaling pathway	GO:0033209	0.0016148881784154856
C485314	ubiquitin-dependent protein catabolic process	GO:0006511	0.0017089043812210658
C485314	MAPK cascade	GO:0000165	0.001761080513560498
C485314	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	GO:0006978	0.002064949099266023
C485314	regulation of transcription, DNA-templated	GO:0006355	0.002206011661195495
C485314	regulation of DNA repair	GO:0006282	0.0024608720281587004
C485314	I-kappaB kinase/NF-kappaB signaling	GO:0007249	0.003002618137157631
C485314	positive regulation of telomerase activity	GO:0051973	0.0030061975808685078
C485314	transcription from RNA polymerase II promoter	GO:0006366	0.003622306970965772
C485314	replicative senescence	GO:0090399	0.0037170120720602102
C485314	DNA damage checkpoint	GO:0000077	0.004032403583950517
C485314	cellular response to hypoxia	GO:0071456	0.004060462183635538
C485314	cellular response to tumor necrosis factor	GO:0071356	0.004741991241683174
C485314	positive regulation by host of viral transcription	GO:0043923	0.004835703907398847
C485314	response to cocaine	GO:0042220	0.00531482574037867
C485314	signal transduction in response to DNA damage	GO:0042770	0.0061846365713523754
C485314	positive regulation of cell proliferation	GO:0008284	0.009483766098145163
C143500	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	2.4491519923230953e-13
C143500	intracellular signal transduction	GO:0035556	2.4491519923230953e-13
C143500	negative regulation of apoptotic process	GO:0043066	7.347455976969286e-13
C143500	response to drug	GO:0042493	9.79660796929238e-13
C143500	protein phosphorylation	GO:0006468	2.9389823907877144e-12
C143500	peptidyl-tyrosine phosphorylation	GO:0018108	2.485889272207942e-10
C143500	positive regulation of transcription, DNA-templated	GO:0045893	1.0972200925607467e-09
C143500	positive regulation of protein phosphorylation	GO:0001934	3.7579788170205575e-09
C143500	positive regulation of gene expression	GO:0010628	5.5866379966573725e-08
C143500	stimulatory C-type lectin receptor signaling pathway	GO:0002223	6.756671300234274e-08
C143500	signal transduction	GO:0007165	2.80968636467982e-07
C143500	response to xenobiotic stimulus	GO:0009410	3.2094417301564704e-07
C143500	negative regulation of neuron apoptotic process	GO:0043524	3.3584701308875253e-07
C143500	negative regulation of cell proliferation	GO:0008285	4.5945223625665216e-07
C143500	MAPK cascade	GO:0000165	5.020179876247254e-07
C143500	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	6.377009306168803e-07
C143500	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	7.408922050311517e-07
C143500	positive regulation of cell proliferation	GO:0008284	1.0602686847382972e-06
C143500	protein destabilization	GO:0031648	1.4204863293398873e-06
C143500	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	1.4204863293398873e-06
C143500	rhythmic process	GO:0048511	1.4715665042075443e-06
C143500	regulation of cell cycle	GO:0051726	1.519928121918035e-06
C143500	peptidyl-serine phosphorylation	GO:0018105	1.6056409603004698e-06
C143500	protein autophosphorylation	GO:0046777	1.6056409603004698e-06
C143500	cellular senescence	GO:0090398	1.945064413866326e-06
C143500	JAK-STAT cascade involved in growth hormone signaling pathway	GO:0060397	3.3887472505877984e-06
C143500	Fc-epsilon receptor signaling pathway	GO:0038095	7.1614001078135195e-06
C143500	positive regulation of JUN kinase activity	GO:0043507	1.3658329270138658e-05
C143500	transforming growth factor beta receptor signaling pathway	GO:0007179	1.6954506540822752e-05
C143500	cellular response to hydrogen peroxide	GO:0070301	2.5576555019224397e-05
C143500	apoptotic process	GO:0006915	3.173469979811383e-05
C143500	macromolecular complex assembly	GO:0065003	4.592431894379079e-05
C143500	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	7.195619890631999e-05
C143500	stress-activated MAPK cascade	GO:0051403	0.00011099187757135363
C143500	insulin receptor signaling pathway	GO:0008286	0.0002775065315459013
C143500	regulation of apoptotic process	GO:0042981	0.00036155197942855377
C143500	negative regulation of canonical Wnt signaling pathway	GO:0090090	0.00039739813745487407
C143500	peptidyl-threonine phosphorylation	GO:0018107	0.00041627011334954833
C143500	positive regulation of protein tyrosine kinase activity	GO:0061098	0.0005955655852737385
C143500	insulin-like growth factor receptor signaling pathway	GO:0048009	0.0014605285859223829
C143500	cellular response to DNA damage stimulus	GO:0006974	0.0016186494569659926
C143500	interleukin-6-mediated signaling pathway	GO:0070102	0.002332699329741228
C143500	positive regulation of DNA replication	GO:0045740	0.002441100143111385
C143500	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	0.002496847571170968
C143500	positive regulation of protein catabolic process	GO:0045732	0.0026652452935767013
C143500	positive regulation of telomerase activity	GO:0051973	0.003340281018149649
C143500	positive regulation of JNK cascade	GO:0046330	0.003797696999784049
C143500	negative regulation of transcription, DNA-templated	GO:0045892	0.0040013047076625785
C143500	cellular response to dopamine	GO:1903351	0.0041992190669699605
C143500	cellular response to hypoxia	GO:0071456	0.004310536981941393
C143500	cellular response to reactive oxygen species	GO:0034614	0.005906735560550991
C143500	negative regulation of protein complex assembly	GO:0031333	0.00674109304556425
C143500	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	0.0068131191868873175
C143500	positive regulation of tyrosine phosphorylation of STAT protein	GO:0042531	0.0068131191868873175
C143500	positive regulation of cell migration	GO:0030335	0.0075507645111095876
C143500	cellular response to insulin stimulus	GO:0032869	0.007743939916059483
C143500	cellular response to cadmium ion	GO:0071276	0.008684363733938327
C143500	positive regulation of apoptotic process	GO:0043065	0.008719729814474329
C143500	activation of MAPK activity	GO:0000187	0.00948047945754493
C85509199	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	8.799032405915326e-22
C85509199	transforming growth factor beta receptor signaling pathway	GO:0007179	1.3996836217221347e-19
C85509199	positive regulation of transcription, DNA-templated	GO:0045893	9.769793705855592e-17
C85509199	positive regulation of gene expression	GO:0010628	3.830680167477963e-16
C85509199	negative regulation of apoptotic process	GO:0043066	4.880501681045391e-16
C85509199	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	5.666356441278012e-16
C85509199	protein phosphorylation	GO:0006468	2.3056280351852713e-14
C85509199	regulation of cell cycle	GO:0051726	6.452735089463553e-14
